LOCATION,TIME,working_age,population,gdp_ppp,inflation,exports,imports,eu,ea
IRL,1951,60.44,,,,,,1.0,1.0
IRL,1952,60.157,,,,,,1.0,1.0
IRL,1953,59.881,,,,,,1.0,1.0
IRL,1954,59.598,,,,,,1.0,1.0
IRL,1955,59.303,,,,,,1.0,1.0
IRL,1956,59.033,,,,,,1.0,1.0
IRL,1957,58.766,,,,,,1.0,1.0
IRL,1958,58.495,,,,,,1.0,1.0
IRL,1959,58.226,,,,,,1.0,1.0
IRL,1960,57.96,2.8321,,,,,1.0,1.0
IRL,1961,57.694,2.8183,,,,,1.0,1.0
IRL,1962,57.669,2.8301,,,,,1.0,1.0
IRL,1963,57.645,2.85,,,,,1.0,1.0
IRL,1964,57.626,2.8638,,,,,1.0,1.0
IRL,1965,57.608,2.8758,,,,,1.0,1.0
IRL,1966,57.583,2.884,,,,,1.0,1.0
IRL,1967,57.602,2.8997,,,,,1.0,1.0
IRL,1968,57.616,2.9122,,,,,1.0,1.0
IRL,1969,57.633,2.9252,,,,,1.0,1.0
IRL,1970,57.635,2.9499,7235.393,,33.0917883557765,41.3342340327322,1.0,1.0
IRL,1971,57.662,2.9782,7865.952,,32.3241212103784,39.8797234908027,1.0,1.0
IRL,1972,57.796,3.0244,8738.532,,30.9359426658246,36.6932357511769,1.0,1.0
IRL,1973,57.917,3.073,9652.585,,34.0193970465484,41.2162546684214,1.0,1.0
IRL,1974,58.046,3.1239,10969.418,,38.1075747454751,52.5691088131209,1.0,1.0
IRL,1975,58.183,3.1772,12663.45,,38.221970494092,44.8247161733081,1.0,1.0
IRL,1976,58.309,3.2278,13546.72,17.90648,41.410055900124,49.8283799962766,1.0,1.0
IRL,1977,58.443,3.2719,15569.903,13.47222,44.2168264015465,53.7830356653221,1.0,1.0
IRL,1978,58.572,3.314,17862.738,7.711138,44.7005454563918,55.011642055861,1.0,1.0
IRL,1979,58.696,3.3682,19939.207,13.29545,44.5110238089781,60.7881306808555,1.0,1.0
IRL,1980,58.835,3.401,22409.778,18.15446,44.3622075804073,57.9409070480361,1.0,1.0
IRL,1981,58.976,3.4434,25345.915,20.37351,43.3751825162074,57.5994101948332,1.0,1.0
IRL,1982,59.218,3.48,27526.366,17.14711,43.0365644927067,50.9330957635438,1.0,1.0
IRL,1983,59.466,3.504,28534.63,10.44763,46.954257852018,50.7822190778714,1.0,1.0
IRL,1984,59.725,3.529,30851.409,8.65111,53.3102263613898,54.9952403744256,1.0,1.0
IRL,1985,59.968,3.54,32809.129,5.395495,54.0378649879174,53.7235067337445,1.0,1.0
IRL,1986,60.201,3.5406,33326.508,3.827038,49.0991403720605,48.0263463067868,1.0,1.0
IRL,1987,60.451,3.5465,35742.973,3.159406,52.4398313119801,48.3043862979606,1.0,1.0
IRL,1988,60.716,3.5307,38934.425,2.134571,55.5924249259463,49.6260062955209,1.0,1.0
IRL,1989,60.937,3.5095,42813.144,4.08905,58.9282473148983,53.5370889167381,1.0,1.0
IRL,1990,61.364,3.5058,48176.258,3.317329,54.7062370125563,50.3232083885068,1.0,1.0
IRL,1991,61.896,3.5257,50766.527,3.210815,55.5818529618408,50.8583791048516,1.0,1.0
IRL,1992,62.396,3.5545,53659.393,3.069996,58.4054818235649,51.1399863188018,1.0,1.0
IRL,1993,62.93,3.5741,56409.804,1.46942,63.3669879470479,53.2357162234919,1.0,1.0
IRL,1994,63.543,3.5859,60930.551,2.309198,67.9600528424494,58.5288715496405,1.0,1.0
IRL,1995,64.201,3.6013,68201.558,2.524866,73.520002860377,62.5831457366562,1.0,1.0
IRL,1996,64.884,3.626087,74317.043,1.753731,74.9070403418186,63.9611212022768,1.0,1.0
IRL,1997,65.553,3.664313,83140.526,1.525605,77.1247959406745,65.144702584297,1.0,1.0
IRL,1998,66.081,3.703082,93157.139,2.415518,84.3240766813838,73.4483403893671,1.0,1.0
IRL,1999,66.525,3.741647,101534.479,1.631924,86.4601039367036,73.4109292658212,1.0,1.0
IRL,2000,66.943,3.789536,114987.727,5.590717,94.3894584571812,80.5650987737102,1.0,1.0
IRL,2001,67.317,3.847198,125967.524,4.872905,95.2243822410025,79.6163498741736,1.0,1.0
IRL,2002,67.746,3.917203,138490.842,4.614733,90.4496998376061,73.2700574854378,1.0,1.0
IRL,2003,67.923,3.979853,144856.325,3.49049,80.8408249231402,65.6910988269632,1.0,1.0
IRL,2004,68.023,4.045188,157524.601,2.199629,80.4754050279165,66.1118016562123,1.0,1.0
IRL,2005,68.253,4.133839,168336.081,2.429692,79.5276963739402,68.6478883771671,1.0,1.0
IRL,2006,68.64,4.232929,188778.262,3.93164,79.0346765091504,70.9871283084755,1.0,1.0
IRL,2007,69.029,4.375842,205504.05,4.897116,80.8367952439242,72.5600685767424,1.0,1.0
IRL,2008,68.849,4.48507,198299.13,4.060305,84.3332827600181,75.7061619722797,1.0,1.0
IRL,2009,68.339,4.533395,188225.344,-4.478103,93.5561686744679,80.0353250916064,1.0,1.0
IRL,2010,67.665,4.554763,197163.475,-0.9220958,103.246564174397,86.5930264738577,1.0,1.0
IRL,2011,67.031,4.574888,206471.066,2.557189,103.273299922103,84.5409291178298,1.0,1.0
IRL,2012,66.517,4.593697,213240.963,1.696209,104.2731762623,86.8304808207926,1.0,1.0
IRL,2013,66.127,4.614669,221159.998,0.5087149,103.808622718559,84.9757075597184,1.0,1.0
IRL,2014,65.837,4.64544,238002.345,0.1825423,109.960275845761,91.9103339306987,1.0,1.0
IRL,2015,65.613,4.687787,324570.163,-0.2898791,121.980526805229,93.1834336846623,1.0,1.0
IRL,2016,65.496,4.739597,339999.931,0.008306338,121.542510704099,105.8594410098,1.0,1.0
IRL,2017,65.427,4.79249,373770.633,0.3405316,121.126409841373,99.0242863922827,1.0,1.0
IRL,2018,65.367,4.857015,412094.277,0.4883702,122.990378863211,94.4348454566275,1.0,1.0
ITA,1950,65.423,,,,,,1.0,1.0
ITA,1951,65.692,,,,,,1.0,1.0
ITA,1952,65.753,,,,,,1.0,1.0
ITA,1953,65.929,,,,,,1.0,1.0
ITA,1954,66.106,,,,,,1.0,1.0
ITA,1955,66.27,,,,,,1.0,1.0
ITA,1956,66.361,,,3.382714,,,1.0,1.0
ITA,1957,66.319,,,1.318008,,,1.0,1.0
ITA,1958,66.238,,,2.858871,,,1.0,1.0
ITA,1959,66.107,,,-0.5073529,,,1.0,1.0
ITA,1960,65.922,50.199634,,2.350159,,,1.0,1.0
ITA,1961,65.871,50.536309,,2.05069,,,1.0,1.0
ITA,1962,65.951,50.879432,,4.691148,,,1.0,1.0
ITA,1963,66.007,51.251937,,7.454718,,,1.0,1.0
ITA,1964,65.928,51.675294,,5.912322,,,1.0,1.0
ITA,1965,65.735,52.112336,,4.519271,,,1.0,1.0
ITA,1966,65.502,52.518925,,2.346591,,,1.0,1.0
ITA,1967,65.22,52.900443,,3.733333,,,1.0,1.0
ITA,1968,64.97,53.235691,,1.277314,,,1.0,1.0
ITA,1969,64.748,53.537796,,2.657254,,,1.0,1.0
ITA,1970,64.534,53.821798,195018.465,4.96832,15.1635375039592,14.9353088582946,1.0,1.0
ITA,1971,64.349,54.073525,208629.625,4.791667,15.5800548717741,14.8160358617273,1.0,1.0
ITA,1972,64.173,54.381345,225680.458,5.749503,16.3135256462553,15.509280840999,1.0,1.0
ITA,1973,63.978,54.751405,255010.422,10.79862,16.1054474645033,17.9592190412695,1.0,1.0
ITA,1974,63.799,55.11087,293246.104,19.15977,18.5240186521406,22.2788767165667,1.0,1.0
ITA,1975,63.718,55.440999,313711.339,16.9505,18.7322549513589,18.6681922759481,1.0,1.0
ITA,1976,63.733,55.718266,354559.402,16.61417,20.0447037041047,21.1474478371192,1.0,1.0
ITA,1977,63.796,55.955407,386232.024,17.13004,21.3796746909288,20.4298823648408,1.0,1.0
ITA,1978,63.926,56.155142,426793.645,12.09402,21.6787565385441,19.5894310206934,1.0,1.0
ITA,1979,64.194,56.31775,489746.375,14.79858,22.38522901405,21.3251898645335,1.0,1.0
ITA,1980,64.578,56.433876,552301.133,21.06417,20.1860993764833,22.7865569364884,1.0,1.0
ITA,1981,65.117,56.501674,609664.733,17.9693,21.6653503584617,23.6166876170606,1.0,1.0
ITA,1982,65.789,56.543539,650008.43,16.48041,21.1199718807777,22.3883172637976,1.0,1.0
ITA,1983,66.5,56.564076,683365.386,14.64659,20.3329151061362,19.8567789906147,1.0,1.0
ITA,1984,67.167,56.576719,730858.933,10.79449,21.0046161028226,21.4310513383609,1.0,1.0
ITA,1985,67.56,56.59307,775068.718,9.205993,21.1125929083011,21.5245620613345,1.0,1.0
ITA,1986,67.786,56.596157,813290.958,5.823544,18.7039211161371,17.4594259007268,1.0,1.0
ITA,1987,68.022,56.601936,860001.309,4.747284,17.9840507332156,17.5785578158603,1.0,1.0
ITA,1988,68.216,56.62929,927681.412,5.058249,17.5779880181435,17.5331134894517,1.0,1.0
ITA,1989,68.395,56.671778,996715.37,6.259837,18.5166585184786,18.5361107811006,1.0,1.0
ITA,1990,68.55,56.719239,1054559.203,6.456608,18.2594375369129,18.0623118712286,1.0,1.0
ITA,1991,68.869,56.758522,1106994.301,6.25,17.0360093679822,16.8424279968302,1.0,1.0
ITA,1992,69.064,56.797078,1141667.537,5.270588,17.4791899139715,17.4345217061037,1.0,1.0
ITA,1993,68.952,56.831823,1158749.958,4.626732,20.3990960278212,17.3601331428012,1.0,1.0
ITA,1994,68.826,56.8434,1208950.871,4.051841,21.8710884134194,18.5839403017709,1.0,1.0
ITA,1995,68.618,56.844301,1269932.783,5.235423,24.6724895248457,21.0120646415781,1.0,1.0
ITA,1996,68.368,56.860279,1307915.738,4.00698,23.7046822237544,19.1740161111386,1.0,1.0
ITA,1997,68.146,56.890371,1357832.084,2.043106,24.149790549301,20.4387154276353,1.0,1.0
ITA,1998,67.933,56.906744,1423810.617,1.955088,24.0629522904606,21.0297859404713,1.0,1.0
ITA,1999,67.701,56.916316,1457193.11,1.663458,23.2007416928655,21.4200491086453,1.0,1.0
ITA,2000,67.445,56.942108,1542231.344,2.537687,25.6277321000853,24.7778577250385,1.0,1.0
ITA,2001,67.197,56.974097,1597887.213,2.785166,25.6490116681011,24.3857929628241,1.0,1.0
ITA,2002,66.938,57.059013,1639680.501,2.46532,24.4074673383008,23.6504569605133,1.0,1.0
ITA,2003,66.714,57.3132,1671645.374,2.672559,23.3021929123911,22.846651865801,1.0,1.0
ITA,2004,66.489,57.685327,1703460.096,2.206736,24.0098284192385,23.4205019696086,1.0,1.0
ITA,2005,66.182,57.969482,1746658.11,1.985294,24.6010923817882,24.6999183803436,1.0,1.0
ITA,2006,65.907,58.14398,1884457.559,2.090843,26.1734884330826,26.9946907515411,1.0,1.0
ITA,2007,65.761,58.438309,1992732.867,1.829738,27.3610422532316,27.7004133784664,1.0,1.0
ITA,2008,65.673,58.826733,2089717.307,3.347834,26.8627746947944,27.6301011040243,1.0,1.0
ITA,2009,65.553,59.095367,2046377.425,0.7747682,22.3991617339964,23.0196000534853,1.0,1.0
ITA,2010,65.459,59.277414,2085694.44,1.525516,25.0740498513169,26.932138522965,1.0,1.0
ITA,2011,65.291,59.379446,2173169.961,2.780633,26.8724634660876,28.2730589939396,1.0,1.0
ITA,2012,64.994,59.539725,2172383.108,3.041363,28.3792428359574,27.2754780086443,1.0,1.0
ITA,2013,64.761,60.233944,2187376.607,1.219992,28.6332430796987,26.2343363170751,1.0,1.0
ITA,2014,64.578,60.789144,2200256.409,0.2410575,29.1088281864091,26.2132869642331,1.0,1.0
ITA,2015,64.388,60.730585,2240922.483,0.03878675,29.7159823723612,26.7021937892476,1.0,1.0
ITA,2016,64.238,60.627494,2420672.141,-0.0940214,29.3278907466434,26.0397120675783,1.0,1.0
ITA,2017,64.124,60.536713,2517184.468,1.226533,30.733733319636,27.8704426276557,1.0,1.0
ITA,2018,64.046,60.421797,2605604.586,1.137488,31.3504623226266,28.947142186469,1.0,1.0
JPN,1950,59.645,,,,,,0.0,0.0
JPN,1951,59.942,,,,,,0.0,0.0
JPN,1952,60.294,,,,,,0.0,0.0
JPN,1953,60.671,,,,,,0.0,0.0
JPN,1954,60.888,,,,,,0.0,0.0
JPN,1955,61.244,,,,,,0.0,0.0
JPN,1956,61.974,,,0.3955767,,,0.0,0.0
JPN,1957,62.76,,,3.098415,,,0.0,0.0
JPN,1958,63.418,,,-0.4777208,,,0.0,0.0
JPN,1959,64.065,,,1.082213,,,0.0,0.0
JPN,1960,64.123,94.301623,,3.574512,,,0.0,0.0
JPN,1961,64.291,95.181,,5.368456,,,0.0,0.0
JPN,1962,65.269,96.087,,6.835443,,,0.0,0.0
JPN,1963,66.344,97.075,,6.706903,,,0.0,0.0
JPN,1964,67.358,98.11,,3.800387,,,0.0,0.0
JPN,1965,67.981,99.209137,,6.656003,,,0.0,0.0
JPN,1966,68.641,99.978,,5.040826,,,0.0,0.0
JPN,1967,68.878,101.145,,3.989847,,,0.0,0.0
JPN,1968,69.004,102.287,,5.339436,,,0.0,0.0
JPN,1969,69.002,103.491,,5.249819,,,0.0,0.0
JPN,1970,68.904,104.665171,341295.722,6.924173,10.3602229312278,9.2059218943513,0.0,0.0
JPN,1971,68.705,106.1,375446.958,6.395349,11.2290280105012,8.68908892841031,0.0,0.0
JPN,1972,68.463,107.595,424630.55,4.843517,10.1471057363529,7.99805850022598,0.0,0.0
JPN,1973,68.17,109.104,483877.803,11.60862,9.62229849248502,9.67583299024472,0.0,0.0
JPN,1974,67.918,110.573,520958.289,23.22225,13.0385566167924,13.8657981658102,0.0,0.0
JPN,1975,67.749,111.939643,586810.335,11.73127,12.26864671705,12.3293248926187,0.0,0.0
JPN,1976,67.553,113.094,643714.092,9.374037,12.9968270671832,12.3294351617855,0.0,0.0
JPN,1977,67.403,114.165,713727.555,8.161827,12.5542989371452,11.0747877547208,0.0,0.0
JPN,1978,67.328,115.19,804203.91,4.209566,10.6600990066606,9.06720827019187,0.0,0.0
JPN,1979,67.302,116.155,918687.351,3.701851,11.0896497463556,12.0544257312679,0.0,0.0
JPN,1980,67.386,117.060396,1029895.752,7.778582,13.1270794590245,14.1006822241489,0.0,0.0
JPN,1981,67.245,117.902,1174800.151,4.912163,14.1210434671338,13.5077950546571,0.0,0.0
JPN,1982,67.475,118.728,1288700.89,2.741041,13.9207026632977,13.3725078030448,0.0,0.0
JPN,1983,67.711,119.536,1386356.156,1.89972,13.2973184573587,11.7627975790364,0.0,0.0
JPN,1984,68.012,120.305,1501037.357,2.261614,14.3932225711195,11.9473611770638,0.0,0.0
JPN,1985,68.182,121.048923,1629546.124,2.032277,13.8931510461931,10.7028463885209,0.0,0.0
JPN,1986,68.518,121.66,1717662.434,0.5955868,10.9123355049083,7.23875450698854,0.0,0.0
JPN,1987,68.858,122.239,1843397.445,0.1261768,9.93740498898425,7.168959032765,0.0,0.0
JPN,1988,69.237,122.745,2037908.958,0.6785576,9.5745010560373,7.61088645655665,0.0,0.0
JPN,1989,69.566,123.205,2220685.5,2.27229,10.1117898476141,8.76042246483375,0.0,0.0
JPN,1990,69.68,123.611167,2416532.189,3.078516,10.21975999127,9.44298883288122,0.0,0.0
JPN,1991,69.779,124.101,2583631.115,3.251438,9.7860723121728,8.28787019613317,0.0,0.0
JPN,1992,69.782,124.567,2664920.015,1.760283,9.69207915552146,7.63772487869044,0.0,0.0
JPN,1993,69.752,124.938,2713930.31,1.243046,9.0778552406565,6.93602346903134,0.0,0.0
JPN,1994,69.608,125.265,2851756.573,0.6954581,8.83982712621505,6.97047910606066,0.0,0.0
JPN,1995,69.488,125.570246,2988456.484,-0.1278991,8.81647043260959,7.57363450140765,0.0,0.0
JPN,1996,69.25,125.864,3140144.839,0.1366004,9.31574508353,8.93812314202219,0.0,0.0
JPN,1997,68.988,126.166,3225655.848,1.747805,10.3836956397754,9.39982198359144,0.0,0.0
JPN,1998,68.719,126.486,3221118.178,0.6619742,10.3738060985943,8.62938012374338,0.0,0.0
JPN,1999,68.483,126.686,3258971.755,-0.3412969,9.80553900156021,8.32009171513089,0.0,0.0
JPN,2000,68.052,126.925843,3460607.15,-0.6765787,10.4634942027505,9.09887738115494,0.0,0.0
JPN,2001,67.67,127.291,3550872.177,-0.7400555,10.0767999632844,9.48280450872269,0.0,0.0
JPN,2002,67.254,127.435,3647933.242,-0.923494,10.8554456072287,9.5916764589296,0.0,0.0
JPN,2003,66.922,127.619,3755614.102,-0.2565418,11.4658015766594,9.86032369115249,0.0,0.0
JPN,2004,66.628,127.687,3940077.56,-0.008573388,12.7862646247862,10.8780887981112,0.0,0.0
JPN,2005,66.074,127.767994,4110440.486,-0.2829461,13.8158957221159,12.4140588557406,0.0,0.0
JPN,2006,65.532,127.900515,4297284.628,0.2493551,15.6573740466117,14.3590020520575,0.0,0.0
JPN,2007,64.971,128.032743,4479299.619,0.06003945,17.2891273707229,15.5274506811561,0.0,0.0
JPN,2008,64.451,128.08396,4517267.524,1.380079,17.235543376407,16.8939331648175,0.0,0.0
JPN,2009,63.91,128.031514,4298203.336,-1.352837,12.41956574798,11.9706007858756,0.0,0.0
JPN,2010,63.826,128.057352,4527142.943,-0.7199794,14.9185034496428,13.5799692441961,0.0,0.0
JPN,2011,63.648,127.834233,4629400.467,-0.2676336,14.7744622613499,15.4204984672798,0.0,0.0
JPN,2012,62.875,127.592657,4799612.88,-0.05193906,14.4147746129824,16.0561363041928,0.0,0.0
JPN,2013,62.067,127.413888,5021591.104,0.3464403,15.7841567318773,18.1946119190738,0.0,0.0
JPN,2014,61.259,127.23715,5034454.619,2.761954,17.4186553484795,20.0127792201784,0.0,0.0
JPN,2015,60.806,127.094745,5199915.223,0.7895179,17.4367598376529,17.990648516827,0.0,0.0
JPN,2016,60.316,126.932772,5158900.414,-0.1166667,16.0579692360598,15.2522776095286,0.0,0.0
JPN,2017,59.951,126.70621,5262254.967,0.4672118,17.5914391047836,16.831774467385,0.0,0.0
JPN,2018,59.671,126.44318,5363113.046,0.9799037,18.3294509642036,18.3094757615029,0.0,0.0
KOR,1950,54.64,,,,,,0.0,0.0
KOR,1951,54.712,,,,,,0.0,0.0
KOR,1952,55.036,,,,,,0.0,0.0
KOR,1953,55.376,,,52.51191,,,0.0,0.0
KOR,1954,55.531,,,37.12742,,,0.0,0.0
KOR,1955,55.439,,,68.3052,,,0.0,0.0
KOR,1956,55.335,,,22.98934,,,0.0,0.0
KOR,1957,54.938,,,23.11076,,,0.0,0.0
KOR,1958,54.382,,,-3.481539,,,0.0,0.0
KOR,1959,53.833,,,3.179371,,,0.0,0.0
KOR,1960,54.766,25.012374,,7.965573,,,0.0,0.0
KOR,1961,54.14,25.765673,,8.195644,,,0.0,0.0
KOR,1962,53.776,26.51303,,6.618312,,,0.0,0.0
KOR,1963,53.537,27.261747,,20.69164,,,0.0,0.0
KOR,1964,53.327,27.984155,,29.46282,,,0.0,0.0
KOR,1965,53.112,28.704674,,13.5482,,,0.0,0.0
KOR,1966,52.972,29.435571,,11.26139,,,0.0,0.0
KOR,1967,53.113,30.130983,,10.88244,,,0.0,0.0
KOR,1968,53.329,30.838302,,10.77182,,,0.0,0.0
KOR,1969,53.757,31.544266,,12.38956,,,0.0,0.0
KOR,1970,54.403,32.240827,19354.629,15.95034,11.4388900808124,21.122076807552,0.0,0.0
KOR,1971,54.934,32.882704,22480.254,13.51171,12.6759744037231,23.0133798720186,0.0,0.0
KOR,1972,55.52,33.505406,25143.934,11.68898,16.599104904281,21.442463153455,0.0,0.0
KOR,1973,56.23,34.103149,30473.092,3.221026,23.9248819495956,27.6536464458235,0.0,0.0
KOR,1974,57.02,34.692266,36374.656,24.3042,22.2302340290955,33.3004427577483,0.0,0.0
KOR,1975,57.96,35.280725,42859.799,25.24926,22.6526044235366,31.3289578512083,0.0,0.0
KOR,1976,59.002,35.848523,51197.085,15.32731,25.5313415510475,28.3490409595932,0.0,0.0
KOR,1977,59.951,36.411795,61086.218,10.09667,26.0488711905031,27.8765698808583,0.0,0.0
KOR,1978,60.85,36.969185,72544.307,14.46028,24.9959251823729,29.2218092190264,0.0,0.0
KOR,1979,61.607,37.534236,85375.391,18.32349,23.654802282554,30.8897825154387,0.0,0.0
KOR,1980,62.21,38.123775,91555.453,28.6976,28.4391983909417,37.0916624501889,0.0,0.0
KOR,1981,62.753,38.723248,107480.61,21.35165,29.9399232531639,37.1914120854121,0.0,0.0
KOR,1982,63.266,39.326352,123636.499,7.190846,27.3678312205647,32.8610879333038,0.0,0.0
KOR,1983,63.88,39.910403,145664.638,3.420608,27.8856817190339,30.0265422641859,0.0,0.0
KOR,1984,64.694,40.405956,166844.324,2.273957,28.9039626523546,28.4638376003451,0.0,0.0
KOR,1985,65.577,40.805744,185612.99,2.45911,26.8716448597919,25.7854049202482,0.0,0.0
KOR,1986,66.441,41.213674,210799.334,2.74998,31.9677081694758,28.139316294091,0.0,0.0
KOR,1987,67.269,41.62169,243495.949,3.04966,34.8152554935258,28.1848973440769,0.0,0.0
KOR,1988,68.001,42.031247,282304.362,7.146101,32.4892615964826,26.2143762753031,0.0,0.0
KOR,1989,68.635,42.449038,314121.51,5.70016,27.3585690867047,25.5550904754954,0.0,0.0
KOR,1990,69.281,42.869283,358069.111,8.573599,24.9943407384065,25.7559726400879,0.0,0.0
KOR,1991,69.684,43.295704,410076.141,9.333361,23.7765747515992,26.0485043988995,0.0,0.0
KOR,1992,69.97,43.747962,445419.836,6.212678,24.0723886361933,24.6870370050097,0.0,0.0
KOR,1993,70.196,44.194628,487332.513,4.801103,23.6724704162335,23.2462078175323,0.0,0.0
KOR,1994,70.44,44.64154,543872.66,6.265815,24.0708425974796,24.5951471891851,0.0,0.0
KOR,1995,70.741,45.092991,608664.203,4.480687,25.7242519716753,26.7397699895283,0.0,0.0
KOR,1996,71.008,45.524681,668716.335,4.924809,24.8019714336879,27.8520014937326,0.0,0.0
KOR,1997,71.357,45.95358,722222.441,4.439064,28.3455147196928,29.1775230266763,0.0,0.0
KOR,1998,71.567,46.286503,692888.317,7.51334,39.5366811034607,28.960790952901,0.0,0.0
KOR,1999,71.691,46.616677,783492.526,0.8129966,32.590822939439,27.1719308212149,0.0,0.0
KOR,2000,71.693,47.008111,871501.091,2.259185,33.9391689573172,32.1559911508662,0.0,0.0
KOR,2001,71.662,47.370164,933833.021,4.06642,31.7877410482541,30.4360561697363,0.0,0.0
KOR,2002,71.687,47.644736,1019446.686,2.762511,29.7727544096379,28.5802849932838,0.0,0.0
KOR,2003,71.76,47.89233,1057684.215,3.514879,31.3978372633201,29.7767640156921,0.0,0.0
KOR,2004,71.796,48.082519,1142611.13,3.590591,36.7543364487134,33.2613784169595,0.0,0.0
KOR,2005,71.891,48.184561,1213618.157,2.75409,35.2830827957409,33.0417282278992,0.0,0.0
KOR,2006,72.118,48.438292,1301782.512,2.241847,35.6264186161218,35.0254549142976,0.0,0.0
KOR,2007,72.321,48.683638,1414277.971,2.534847,37.3921796905127,36.4823455972789,0.0,0.0
KOR,2008,72.546,49.054708,1468996.086,4.673796,47.6418852095772,47.8744672251696,0.0,0.0
KOR,2009,72.811,49.307835,1456054.669,2.756686,45.1853519113199,40.9482674584271,0.0,0.0
KOR,2010,73.068,49.554112,1573257.913,2.939181,47.1037369107414,44.2958595844342,0.0,0.0
KOR,2011,73.393,49.936638,1625275.456,4.025846,53.3377319003336,52.2285816810148,0.0,0.0
KOR,2012,73.418,50.199853,1684562.928,2.187221,54.0940513351953,51.3642764025061,0.0,0.0
KOR,2013,73.398,50.428893,1726902.753,1.301377,51.2920711097027,46.6600338441855,0.0,0.0
KOR,2014,73.415,50.746659,1792600.237,1.274715,47.8314208662979,42.7830210318588,0.0,0.0
KOR,2015,73.397,51.014947,1933588.947,0.7062082,42.989561527711,36.142932861381,0.0,0.0
KOR,2016,73.404,51.217803,2026967.822,0.9716747,40.1326509111205,33.4711585544775,0.0,0.0
KOR,2017,73.151,51.361911,2103651.26,1.944456,40.9342069409884,36.1867108656532,0.0,0.0
KOR,2018,72.767,51.635256,2192613.181,1.475862,41.7132908430894,37.2755746703469,0.0,0.0
LUX,1950,70.269,,,,,,1.0,1.0
LUX,1951,70.294,,,,,,1.0,1.0
LUX,1952,70.181,,,,,,1.0,1.0
LUX,1953,70.036,,,,,,1.0,1.0
LUX,1954,69.903,,,,,,1.0,1.0
LUX,1955,69.775,,,,,,1.0,1.0
LUX,1956,69.423,,,0.5754043,,,1.0,1.0
LUX,1957,69.123,,,4.623287,,,1.0,1.0
LUX,1958,68.805,,,0.6515704,,,1.0,1.0
LUX,1959,68.426,,,0.3868793,,,1.0,1.0
LUX,1960,67.993,0.314588,,0.4496197,,,1.0,1.0
LUX,1961,67.544,0.317441,,0.4824281,,,1.0,1.0
LUX,1962,67.127,0.320703,,0.8959569,,,1.0,1.0
LUX,1963,66.752,0.324121,,2.876323,,,1.0,1.0
LUX,1964,66.436,0.327366,,3.096375,,,1.0,1.0
LUX,1965,66.186,0.330161,,3.333687,,,1.0,1.0
LUX,1966,65.831,0.332419,,3.331667,,,1.0,1.0
LUX,1967,65.555,0.334227,,2.166164,,,1.0,1.0
LUX,1968,65.365,0.335834,,2.62543,,,1.0,1.0
LUX,1969,65.262,0.337567,,2.294439,,,1.0,1.0
LUX,1970,65.581,0.339174,1840.853,4.639342,88.0670387882572,68.6054367680328,1.0,1.0
LUX,1971,65.45,0.342415,1985.757,4.672219,87.3353675476183,76.4557661220108,1.0,1.0
LUX,1972,65.731,0.3466,2208.285,5.225689,82.1211870129534,69.5267225082698,1.0,1.0
LUX,1973,66.058,0.35045,2522.923,6.068099,88.5108950127911,69.3870188897779,1.0,1.0
LUX,1974,66.541,0.355049,2865.794,9.540651,101.692053613226,73.7585279153568,1.0,1.0
LUX,1975,66.991,0.358951,2925.476,10.71768,91.6247642550302,79.8259960957451,1.0,1.0
LUX,1976,67.322,0.360728,3164.698,9.797338,87.315005011491,74.5240569708508,1.0,1.0
LUX,1977,67.576,0.361356,3414.097,6.705498,86.0612892637583,74.9580455247375,1.0,1.0
LUX,1978,67.802,0.36201,3803.149,3.094658,83.0064019279963,74.5913688481459,1.0,1.0
LUX,1979,67.658,0.362856,4215.288,4.546524,90.088423534515,78.667760424017,1.0,1.0
LUX,1980,67.588,0.364152,4634.704,6.299902,87.7072399187365,80.8179643349054,1.0,1.0
LUX,1981,67.983,0.365219,5045.298,8.07295,85.8508586898701,81.0886418550187,1.0,1.0
LUX,1982,68.41,0.365525,5417.611,9.35705,88.1860594623094,82.1017360900203,1.0,1.0
LUX,1983,68.889,0.365621,5798.086,8.669271,89.4086811765166,81.5660169978137,1.0,1.0
LUX,1984,69.307,0.365997,6378.93,6.435856,100.162473226427,90.0232622920161,1.0,1.0
LUX,1985,69.551,0.366707,6764.373,4.093587,107.460016375817,93.6725270071206,1.0,1.0
LUX,1986,69.69,0.368354,7589.552,0.294565,98.3406911995361,85.2338116630113,1.0,1.0
LUX,1987,69.759,0.370751,8084.478,-0.05666491,95.6028838105941,86.8648465049094,1.0,1.0
LUX,1988,69.64,0.37345,9078.001,1.436591,97.1380688854556,86.7918246084745,1.0,1.0
LUX,1989,69.438,0.377095,10358.227,3.370963,99.861535285801,86.1299329975882,1.0,1.0
LUX,1990,69.226,0.381857,11317.649,3.253765,97.8007617523079,85.0681877590817,1.0,1.0
LUX,1991,68.94,0.386999,12711.787,3.118359,97.6955354229555,85.995191661456,1.0,1.0
LUX,1992,68.624,0.392171,13238.059,3.154169,96.7078575850993,81.0612852822184,1.0,1.0
LUX,1993,68.273,0.397481,14120.965,3.588104,96.9689674056415,79.6989822146547,1.0,1.0
LUX,1994,67.912,0.402921,14973.574,2.19476,100.180979717828,80.7696234364704,1.0,1.0
LUX,1995,67.583,0.408625,16182.056,1.867698,102.475306045934,82.1398289305673,1.0,1.0
