LOCATION,TIME,working_age,population,gdp_ppp,inflation,exports,imports,eu,ea
FRA,1974,62.464,52.460358,294472.454,13.64932,20.6302807987887,21.7254868245712,1.0,1.0
FRA,1975,62.595,52.699171,318659.915,11.68593,18.8332004951754,17.8585358408655,1.0,1.0
FRA,1976,62.777,52.908675,350844.298,9.625493,19.3351723328393,20.2646985459187,1.0,1.0
FRA,1977,62.968,53.14528,385553.046,9.494556,20.2335670307392,20.4024028134951,1.0,1.0
FRA,1978,63.141,53.376322,429090.56,9.250559,20.2426745837098,19.1956743112029,1.0,1.0
FRA,1979,63.358,53.606226,481186.916,10.64674,20.7159538936742,20.3176715803219,1.0,1.0
FRA,1980,63.697,53.880012,532935.642,13.56258,20.9825796312283,22.5200876552228,1.0,1.0
FRA,1981,64.22,54.181806,589599.228,13.3144,21.9698618586821,23.4410816004392,1.0,1.0
FRA,1982,64.752,54.492495,641710.412,11.97848,21.3986951973501,23.8536900863327,1.0,1.0
FRA,1983,65.229,54.772418,675119.392,9.459548,22.436327077748,22.7035012420985,1.0,1.0
FRA,1984,65.66,55.026074,710063.913,7.673803,23.8354808141097,23.7063490940978,1.0,1.0
FRA,1985,65.849,55.284271,744406.479,5.831099,23.3242134965665,23.6921744937567,1.0,1.0
FRA,1986,65.87,55.546504,777147.28,2.538527,20.3834784359363,20.5045200320159,1.0,1.0
FRA,1987,65.929,55.823956,816764.199,3.288898,19.5973518165664,20.6953876420443,1.0,1.0
FRA,1988,65.981,56.117974,885681.871,2.700817,20.3667255718941,21.0254913722756,1.0,1.0
FRA,1989,65.977,56.423411,960384.657,3.498302,21.6581538248618,22.3436273030054,1.0,1.0
FRA,1990,65.88,56.708826,1025467.267,3.194282,20.9757333804124,21.760321808445,1.0,1.0
FRA,1991,65.677,58.425681,1071258.248,3.213407,21.3348844239057,21.6487970651412,1.0,1.0
FRA,1992,65.531,58.711615,1113194.79,2.36376,21.3305593452775,20.6610532607475,1.0,1.0
FRA,1993,65.431,58.961049,1132405.395,2.104463,20.7925794072246,19.1125443145592,1.0,1.0
FRA,1994,65.351,59.175335,1183862.802,1.655515,21.6603227312909,20.1659170058998,1.0,1.0
FRA,1995,65.296,59.383991,1234149.753,1.796481,22.6229260600867,21.0232025170056,1.0,1.0
FRA,1996,65.266,59.589289,1273114.085,1.982884,23.055564872,21.2736750818117,1.0,1.0
FRA,1997,65.243,59.795263,1333377.621,1.203943,25.52319541576,22.5103014673064,1.0,1.0
FRA,1998,65.197,60.011008,1405861.087,0.6511269,26.1264919786729,23.380274814039,1.0,1.0
FRA,1999,65.122,60.315406,1470523.886,0.5371416,26.0765353865349,23.6843852136939,1.0,1.0
FRA,2000,65.046,60.72478,1589936.939,1.67596,28.5949742490286,27.2662714690058,1.0,1.0
FRA,2001,65.0,61.163237,1687447.704,1.634781,28.2658952021844,26.6934728903914,1.0,1.0
FRA,2002,64.989,61.60455,1762925.935,1.923412,27.5310502579308,25.5409745004028,1.0,1.0
FRA,2003,65.015,62.037544,1751797.978,2.098472,26.1119689746398,24.6858645485955,1.0,1.0
FRA,2004,65.039,62.4908,1820723.319,2.14209,26.4688363216607,25.4561715567725,1.0,1.0
FRA,2005,65.071,62.958328,1926880.385,1.745869,27.0330510418171,26.947655734595,1.0,1.0
FRA,2006,65.129,63.393406,2062931.189,1.675125,27.9350550901956,28.16836935943,1.0,1.0
FRA,2007,65.139,63.781275,2181667.496,1.487998,27.853257510199,28.5674990728149,1.0,1.0
FRA,2008,65.046,64.133174,2259255.844,2.812862,28.1193848563025,29.2776980294924,1.0,1.0
FRA,2009,64.895,64.458715,2245566.431,0.08762048,24.8355472102672,25.6269036398058,1.0,1.0
FRA,2010,64.753,64.773169,2336459.963,1.531123,26.7882998402738,28.0794912416196,1.0,1.0
FRA,2011,64.481,65.087317,2446474.544,2.111598,28.4213374764194,30.369238945981,1.0,1.0
FRA,2012,64.06,65.402998,2474005.287,1.954195,29.2030271868495,30.499031981938,1.0,1.0
FRA,2013,63.642,65.735961,2608523.504,0.8637155,29.3647378670492,30.3993172078638,1.0,1.0
FRA,2014,63.21,66.276671,2662032.873,0.5077588,29.666684498073,30.8121120215465,1.0,1.0
FRA,2015,62.861,66.512558,2718495.127,0.03751438,30.5926223781313,31.1590715564548,1.0,1.0
FRA,2016,62.594,66.68553,2864105.631,0.1833349,30.2475371833945,30.852605198715,1.0,1.0
FRA,2017,62.359,66.829563,2983010.673,1.032283,30.9486331871,32.0132141063066,1.0,1.0
FRA,2018,62.138,66.941698,3128336.847,1.850815,31.7136672102555,32.7242853866575,1.0,1.0
DEU,1950,67.298,,,,,,1.0,1.0
DEU,1951,67.185,,,,,,1.0,1.0
DEU,1952,67.318,,,,,,1.0,1.0
DEU,1953,67.509,,,,,,1.0,1.0
DEU,1954,67.796,,,,,,1.0,1.0
DEU,1955,68.132,,,,,,1.0,1.0
DEU,1956,68.383,,,2.617937,,,1.0,1.0
DEU,1957,68.239,,,2.096489,,,1.0,1.0
DEU,1958,67.924,,,2.12766,,,1.0,1.0
DEU,1959,67.675,,,0.8963178,,,1.0,1.0
DEU,1960,67.237,72.814897,,1.536615,,,1.0,1.0
DEU,1961,66.59,73.377631,,2.293686,,,1.0,1.0
DEU,1962,66.0,74.025787,,2.843273,,,1.0,1.0
DEU,1963,65.518,74.714356,,2.966959,,,1.0,1.0
DEU,1964,65.036,75.318338,,2.335735,,,1.0,1.0
DEU,1965,64.637,75.963697,,3.242321,,,1.0,1.0
DEU,1966,64.243,76.600311,,3.533058,,,1.0,1.0
DEU,1967,63.762,76.951342,,1.796049,,,1.0,1.0
DEU,1968,63.394,77.29431,,1.4703,,,1.0,1.0
DEU,1969,63.253,77.909681,,1.912674,,,1.0,1.0
DEU,1970,63.132,78.169285,313588.825,3.450237,15.1285076303369,16.5822009644832,1.0,1.0
DEU,1971,63.039,78.312838,339806.909,5.240975,14.5601845265581,16.2835759526728,1.0,1.0
DEU,1972,63.084,78.68845,369740.5,5.484938,14.5530809449412,16.1796327282027,1.0,1.0
DEU,1973,63.244,78.936672,408634.128,7.032024,15.3552676655378,16.3479490282458,1.0,1.0
DEU,1974,63.428,78.967429,449370.262,6.986428,18.2369861626355,18.7159346849659,1.0,1.0
DEU,1975,63.639,78.673555,486738.097,5.910336,17.1106423048819,18.7962053691879,1.0,1.0
DEU,1976,63.977,78.336948,538940.87,4.246631,18.0717090994595,20.2984314912623,1.0,1.0
DEU,1977,64.358,78.159813,591587.583,3.734169,17.9799571386232,20.1240032624311,1.0,1.0
DEU,1978,64.777,78.091821,652248.608,2.718691,17.6367433368311,19.54384940102,1.0,1.0
DEU,1979,65.282,78.126353,735679.663,4.043622,17.8246232758291,21.3999501378588,1.0,1.0
DEU,1980,65.914,78.288576,813434.564,5.441055,18.6212239321451,23.2328468310176,1.0,1.0
DEU,1981,66.725,78.407904,895115.59,6.344242,20.1348352047552,24.0482874227919,1.0,1.0
DEU,1982,67.613,78.333354,946665.165,5.241046,20.870008544009,23.5178552433454,1.0,1.0
DEU,1983,68.478,78.128284,999212.371,3.293413,20.2914063383494,23.284166264338,1.0,1.0
DEU,1984,69.139,77.858682,1064486.011,2.405797,21.7255685795554,24.5170873584963,1.0,1.0
DEU,1985,69.423,77.684878,1123714.034,2.066233,22.9390037699472,24.9763464616877,1.0,1.0
DEU,1986,69.483,77.720438,1172565.241,-0.1294139,21.2871402864665,21.657491103665,1.0,1.0
DEU,1987,69.472,77.83992,1218404.493,0.2499074,20.6830327581372,21.0064372560107,1.0,1.0
DEU,1988,69.363,78.144617,1308145.382,1.274121,21.0900886389324,21.4364352320967,1.0,1.0
DEU,1989,69.197,78.751284,1412399.974,2.780563,22.2996199413238,22.9162981865067,1.0,1.0
DEU,1990,68.979,79.433034,1542270.904,2.69647,22.8358365545579,23.0277510457589,1.0,1.0
DEU,1991,68.767,80.013901,1675874.205,4.047034,23.6649009963425,24.1524782444192,1.0,1.0
DEU,1992,68.65,80.624601,1747028.659,5.05698,22.1946934890662,22.6961446717507,1.0,1.0
DEU,1993,68.526,81.156368,1770950.493,4.474576,20.3134405930698,20.2632946672835,1.0,1.0
DEU,1994,68.378,81.438346,1852030.727,2.693056,21.1107102839496,20.9471728020551,1.0,1.0
DEU,1995,68.285,81.678046,1920062.397,1.706161,21.9942362808177,21.5873979341395,1.0,1.0
DEU,1996,68.25,81.914834,1967539.568,1.449726,22.8600276884323,22.1455932715028,1.0,1.0
DEU,1997,68.239,82.034775,2015112.101,1.939369,25.3602733090279,24.282385335135,1.0,1.0
DEU,1998,68.242,82.047197,2079407.818,0.9111845,26.4069062062529,25.1780661431082,1.0,1.0
DEU,1999,68.151,82.100243,2158515.841,0.5854336,26.9592324276031,26.4066172043428,1.0,1.0
DEU,2000,67.936,82.211501,2237046.164,1.440268,30.8477115722895,30.678349430323,1.0,1.0
DEU,2001,67.725,82.349926,2337156.838,1.983857,31.8447071170151,30.2181317720272,1.0,1.0
DEU,2002,67.547,82.488493,2406900.908,1.420807,32.5925791130602,28.3423107018725,1.0,1.0
DEU,2003,67.361,82.534175,2465900.62,1.034223,32.8117129460067,29.0376067680426,1.0,1.0
DEU,2004,67.088,82.516268,2583409.013,1.665736,35.713363859767,30.5128352456553,1.0,1.0
DEU,2005,66.768,82.469421,2622039.802,1.546911,38.0595723481521,32.8591405884692,1.0,1.0
DEU,2006,66.458,82.376447,2810242.832,1.577429,41.4329079108458,36.0168212387006,1.0,1.0
DEU,2007,66.243,82.266373,2981616.28,2.298341,43.3227580964574,36.5516592986738,1.0,1.0
DEU,2008,66.101,82.110097,3103958.247,2.628383,43.7991902579629,37.7256144732553,1.0,1.0
DEU,2009,65.939,81.902308,3017520.905,0.3127377,38.1199069398503,33.1088059597748,1.0,1.0
DEU,2010,65.937,81.776936,3187863.278,1.103809,42.565473405085,37.3031508345032,1.0,1.0
DEU,2011,65.844,80.274981,3415019.966,2.075173,45.0571362806101,40.148984986412,1.0,1.0
DEU,2012,65.947,80.425826,3487234.448,2.008491,46.3071201430804,40.2069347359679,1.0,1.0
DEU,2013,65.966,80.645605,3628559.337,1.504722,45.4186778593914,39.6601988368577,1.0,1.0
DEU,2014,65.874,80.982495,3807114.521,0.9067971,45.6192633128717,39.0008300796262,1.0,1.0
DEU,2015,65.749,81.686608,3889081.896,0.514421,46.920738356608,39.3254862566007,1.0,1.0
DEU,2016,65.549,82.348669,4165169.905,0.4917486,46.0732628543356,38.6963831131131,1.0,1.0
DEU,2017,65.254,82.656997,4376927.671,1.509497,47.2041744123981,40.2075242495076,1.0,1.0
DEU,2018,64.985,82.914191,4556073.246,1.732168,47.3725498374752,41.2238373738608,1.0,1.0
GRC,1950,64.562,,,,,,1.0,1.0
GRC,1951,64.87,,,,,,1.0,1.0
GRC,1952,65.343,,,,,,1.0,1.0
GRC,1953,65.773,,,,,,1.0,1.0
GRC,1954,66.093,,,,,,1.0,1.0
GRC,1955,66.3,,,,,,1.0,1.0
GRC,1956,66.269,,,3.631109,,,1.0,1.0
GRC,1957,66.034,,,2.267216,,,1.0,1.0
GRC,1958,65.822,,,1.393005,,,1.0,1.0
GRC,1959,65.742,,,2.609646,,,1.0,1.0
GRC,1960,65.77,8.327405,6847.866,1.477833,,,1.0,1.0
GRC,1961,65.515,8.39805,10059.651,2.10356,,,1.0,1.0
GRC,1962,65.678,8.448233,10327.582,-0.4754358,,,1.0,1.0
GRC,1963,65.67,8.479625,11720.06,3.184713,,,1.0,1.0
GRC,1964,65.514,8.510429,13052.841,0.6172839,,,1.0,1.0
GRC,1965,65.406,8.550333,14862.216,3.220859,,,1.0,1.0
GRC,1966,65.376,8.613651,16379.735,4.903418,,,1.0,1.0
GRC,1967,65.339,8.716441,17805.334,1.84136,,,1.0,1.0
GRC,1968,65.22,8.740765,20016.157,0.1390821,,,1.0,1.0
GRC,1969,64.919,8.772764,23485.907,2.638889,,,1.0,1.0
GRC,1970,64.296,8.792806,27465.262,2.841678,7.88292401571276,15.2270132030704,1.0,1.0
GRC,1971,63.923,8.831036,31120.306,3.289474,8.15686053762643,15.1623405871127,1.0,1.0
GRC,1972,63.915,8.888628,35764.102,4.33121,9.12990837744978,16.1877503189654,1.0,1.0
GRC,1973,63.884,8.929086,40776.702,15.38461,11.6374951540686,20.0928553819902,1.0,1.0
GRC,1974,63.842,8.962023,41584.532,26.56085,14.2157046783538,21.2612031025882,1.0,1.0
GRC,1975,63.885,9.046542,48329.177,13.62876,14.1416578111269,21.181333439691,1.0,1.0
GRC,1976,63.879,9.16719,54482.638,13.02428,14.0486780974436,20.8300121268337,1.0,1.0
GRC,1977,63.778,9.308479,59569.735,12.36979,13.9802273101579,20.6813560867434,1.0,1.0
GRC,1978,63.739,9.429959,68380.347,12.57242,13.652731756702,19.4838637843298,1.0,1.0
GRC,1979,63.768,9.548258,76484.087,19.09418,15.1737815230213,20.3584313292391,1.0,1.0
GRC,1980,64.045,9.642505,83957.603,24.67589,19.324078168123,25.2617464766913,1.0,1.0
GRC,1981,64.41,9.72935,90473.923,24.50607,21.3894632303022,25.7508720015579,1.0,1.0
GRC,1982,64.723,9.789513,94975.549,20.99109,17.2091027942319,24.642429574308,1.0,1.0
GRC,1983,65.086,9.846627,97630.97,20.17948,16.476137951609,24.6994048778047,1.0,1.0
GRC,1984,65.407,9.895801,103186.985,18.45683,16.8009613187021,24.0975241611903,1.0,1.0
GRC,1985,65.749,9.934294,109121.647,19.31469,16.1337965774583,24.2541790973835,1.0,1.0
GRC,1986,65.584,9.967264,111895.497,23.01544,17.6945215321015,24.9575232514149,1.0,1.0
GRC,1987,65.916,10.000644,112072.045,16.39687,18.1240764068836,24.1942807914026,1.0,1.0
GRC,1988,66.249,10.037037,121000.321,13.52886,16.3145788176358,23.298655611414,1.0,1.0
GRC,1989,66.607,10.08955,130522.216,13.65556,15.9457520243793,24.8381030742224,1.0,1.0
GRC,1990,66.926,10.196801,135408.097,20.43349,14.7785890010948,25.3497181268011,1.0,1.0
GRC,1991,67.158,10.319928,144326.874,19.45585,14.199639339533,24.3931480166993,1.0,1.0
GRC,1992,67.362,10.399058,148649.263,15.87707,14.8788392613766,23.9437536607396,1.0,1.0
GRC,1993,67.517,10.460409,149736.445,14.41127,14.0477673749655,22.9781312679061,1.0,1.0
GRC,1994,67.639,10.512924,155992.561,10.87408,14.4456091881338,21.7175127239839,1.0,1.0
GRC,1995,67.777,10.56216,162607.547,8.934514,14.4252835030727,22.6825973088156,1.0,1.0
GRC,1996,67.899,10.608801,170909.839,8.194549,14.286957279983,23.2092761888839,1.0,1.0
GRC,1997,67.985,10.661264,182840.026,5.536003,16.2222652193885,23.0519634923786,1.0,1.0
GRC,1998,68.039,10.720507,193323.724,4.766226,16.296583359567,25.971696865251,1.0,1.0
GRC,1999,67.998,10.761698,198711.939,2.636638,19.2560788225569,28.1215195931717,1.0,1.0
GRC,2000,67.863,10.805806,210979.958,3.151177,23.7183808808183,34.6972966129139,1.0,1.0
GRC,2001,67.31,10.862129,227712.096,3.373966,22.7887442840936,33.3512249681772,1.0,1.0
GRC,2002,66.772,10.902022,246559.281,3.629363,20.1128544249948,30.2361418143019,1.0,1.0
GRC,2003,66.691,10.928072,260874.534,3.530651,18.5445982951954,29.6454950532535,1.0,1.0
GRC,2004,66.653,10.955142,278691.884,2.898848,20.7081145610347,29.1903270440997,1.0,1.0
GRC,2005,66.64,10.987316,281028.396,3.545073,21.3122304351392,29.5886336995675,1.0,1.0
GRC,2006,66.656,11.020366,314201.08,3.195946,21.1740088082873,31.6762298472251,1.0,1.0
GRC,2007,66.685,11.048466,323551.015,2.895001,22.5202697740031,35.0041044732457,1.0,1.0
GRC,2008,66.648,11.077839,341817.829,4.152796,23.3615691382316,35.9681465798912,1.0,1.0
GRC,2009,66.489,11.107017,337447.85,1.210074,18.982186698613,28.7616598450085,1.0,1.0
GRC,2010,66.228,11.121344,310668.24,4.712982,21.7981020950377,29.3991835466483,1.0,1.0
GRC,2011,65.868,11.1049,285079.561,3.32987,25.4897745254611,31.3441894187165,1.0,1.0
GRC,2012,65.459,11.04501,275155.48,1.50152,28.7413467865456,33.3172760368445,1.0,1.0
GRC,2013,65.062,10.965209,284524.655,-0.922165,30.2522664010299,32.7180263883395,1.0,1.0
GRC,2014,64.72,10.892415,290197.021,-1.311209,32.4648155951453,34.0189519010602,1.0,1.0
GRC,2015,64.436,10.820883,289145.992,-1.736046,32.1743420392428,33.1992148663397,1.0,1.0
GRC,2016,64.16,10.775971,296029.545,-0.8256576,31.3336484121081,32.7800661068803,1.0,1.0
GRC,2017,63.916,10.754679,308068.164,1.121259,34.9849470246154,36.4935898297636,1.0,1.0
GRC,2018,63.727,10.725886,318561.979,0.6256205,38.9561050470473,41.0774656056243,1.0,1.0
HUN,1950,67.262,,,,,,1.0,1.0
HUN,1951,67.053,,,,,,1.0,1.0
HUN,1952,66.872,,,,,,1.0,1.0
HUN,1953,66.652,,,,,,1.0,1.0
HUN,1954,66.328,,,,,,1.0,1.0
HUN,1955,66.042,,,,,,1.0,1.0
HUN,1956,65.75,,,,,,1.0,1.0
HUN,1957,65.536,,,,,,1.0,1.0
HUN,1958,65.507,,,,,,1.0,1.0
HUN,1959,65.58,,,,,,1.0,1.0
HUN,1960,65.647,9.983514,,,,,1.0,1.0
HUN,1961,65.606,10.027958,,,,,1.0,1.0
HUN,1962,65.706,10.060823,,,,,1.0,1.0
HUN,1963,65.93,10.087948,,,,,1.0,1.0
HUN,1964,66.148,10.119834,,,,,1.0,1.0
HUN,1965,66.387,10.147932,,,,,1.0,1.0
HUN,1966,66.603,10.178653,,,,,1.0,1.0
HUN,1967,66.735,10.216607,,,,,1.0,1.0
HUN,1968,66.912,10.255807,,,,,1.0,1.0
HUN,1969,67.244,10.298722,,,,,1.0,1.0
HUN,1970,67.635,10.337912,,,,,1.0,1.0
HUN,1971,67.929,10.367535,,,,,1.0,1.0
HUN,1972,67.984,10.398491,,,,,1.0,1.0
HUN,1973,67.849,10.432053,,,,,1.0,1.0
HUN,1974,67.527,10.47872,,,,,1.0,1.0
HUN,1975,67.037,10.540523,,,,,1.0,1.0
HUN,1976,66.533,10.598674,,,,,1.0,1.0
HUN,1977,66.001,10.648028,,,,,1.0,1.0
HUN,1978,65.503,10.684829,,,,,1.0,1.0
HUN,1979,64.949,10.704148,,,,,1.0,1.0
HUN,1980,64.64,10.711126,,,,,1.0,1.0
HUN,1981,64.832,10.711853,,4.66141,,,1.0,1.0
HUN,1982,65.226,10.705537,,6.835808,,,1.0,1.0
HUN,1983,65.749,10.689467,,7.279892,,,1.0,1.0
HUN,1984,66.098,10.668092,,8.467859,,,1.0,1.0
HUN,1985,66.146,10.648715,,6.94234,,,1.0,1.0
HUN,1986,66.099,10.630565,,5.291667,,,1.0,1.0
HUN,1987,66.049,10.612743,,8.674317,,,1.0,1.0
HUN,1988,66.044,10.596489,,15.72355,,,1.0,1.0
HUN,1989,66.138,10.481717,,17.14915,,,1.0,1.0
HUN,1990,66.415,10.373987,,28.36959,,,1.0,1.0
HUN,1991,66.755,10.373398,86153.044,34.81754,28.7680105298358,29.5932733923316,1.0,1.0
HUN,1992,67.053,10.369339,85416.346,23.65572,27.6146794196925,27.8266757555447,1.0,1.0
HUN,1993,67.313,10.357518,86936.351,22.46424,23.1917550537608,30.3692583539109,1.0,1.0
HUN,1994,67.508,10.343359,91409.629,18.86808,25.4007226354478,31.059457424076,1.0,1.0
HUN,1995,67.63,10.328967,94716.456,28.30546,39.1884804598934,39.196224849794,1.0,1.0
HUN,1996,67.744,10.311235,96196.504,23.46903,41.8827893497962,41.4094173164446,1.0,1.0
HUN,1997,67.86,10.290475,101067.167,18.30508,47.9054191719791,46.9432999492901,1.0,1.0
HUN,1998,67.936,10.266571,106748.524,14.15379,52.9301860857864,54.4997145406537,1.0,1.0
HUN,1999,68.038,10.237527,111315.201,9.997744,55.6436554579462,58.3821193918374,1.0,1.0
HUN,2000,68.184,10.210965,121085.109,9.803608,66.8578897770738,70.5487114580459,1.0,1.0
HUN,2001,68.348,10.187578,134614.917,9.116809,64.8773208127959,66.167747926773,1.0,1.0
HUN,2002,68.475,10.15861,147567.884,5.265448,58.1369735753857,60.1831355869059,1.0,1.0
HUN,2003,68.576,10.129554,156657.223,4.661017,56.3331580938058,60.2730161806239,1.0,1.0
HUN,2004,68.683,10.10714,164041.614,6.744347,59.6543880981468,63.6133144524978,1.0,1.0
HUN,2005,68.764,10.087064,172222.023,3.561517,62.6425760409987,64.9505122617302,1.0,1.0
HUN,2006,68.827,10.071374,184680.779,3.930326,73.8689140152455,74.9985883953804,1.0,1.0
HUN,2007,68.836,10.055778,191472.991,7.958745,77.9422800396352,77.4045849464283,1.0,1.0
HUN,2008,68.791,10.038186,207757.652,6.042512,79.2756977025513,78.9195794670057,1.0,1.0
HUN,2009,68.704,10.022647,207359.074,4.211712,74.3996204739661,70.3684527450478,1.0,1.0
HUN,2010,68.656,10.00002,217167.008,4.855558,81.2664451919288,76.0012788325149,1.0,1.0
HUN,2011,68.648,9.958824,229348.032,3.929921,86.1885379299848,80.0993042436607,1.0,1.0
HUN,2012,68.505,9.920364,230214.451,5.652145,86.1058589499374,79.3488084696012,1.0,1.0
HUN,2013,68.209,9.893083,242367.239,1.7332,85.582775300321,78.5912775181474,1.0,1.0
HUN,2014,67.825,9.866466,253001.466,-0.2275663,87.2898498077923,80.9529866950207,1.0,1.0
HUN,2015,67.426,9.843025,263571.392,-0.06164468,87.596347206209,79.6436062498567,1.0,1.0
HUN,2016,67.026,9.814026,273925.72,0.3947693,86.4984188961274,77.8159883141343,1.0,1.0
HUN,2017,66.668,9.787969,288403.654,2.348243,86.0100684543768,79.1851107588605,1.0,1.0
HUN,2018,66.296,9.7676,311175.568,2.850248,83.8860412509213,79.4834980928529,1.0,1.0
ISL,1950,61.854,,,,,,0.0,0.0
ISL,1951,61.331,,,,,,0.0,0.0
ISL,1952,60.745,,,,,,0.0,0.0
ISL,1953,60.172,,,,,,0.0,0.0
ISL,1954,59.632,,,,,,0.0,0.0
ISL,1955,59.076,,,,,,0.0,0.0
ISL,1956,58.451,,,10.06098,,,0.0,0.0
ISL,1957,57.964,,,4.247461,,,0.0,0.0
ISL,1958,57.641,,,5.845881,,,0.0,0.0
ISL,1959,57.31,,,1.004184,,,0.0,0.0
ISL,1960,57.042,0.175573,,1.988401,,,0.0,0.0
ISL,1961,56.86,0.179028,,4.711617,,,0.0,0.0
ISL,1962,56.789,0.182376,,11.01629,,,0.0,0.0
ISL,1963,56.819,0.185648,,12.92802,,,0.0,0.0
ISL,1964,56.913,0.188983,,19.24505,,,0.0,0.0
ISL,1965,57.054,0.192285,,7.317073,,,0.0,0.0
ISL,1966,57.247,0.195568,,10.68665,,,0.0,0.0
ISL,1967,57.482,0.198757,,3.320227,,,0.0,0.0
ISL,1968,57.8,0.201487,,,,,0.0,0.0
ISL,1969,58.17,0.20337,,,,,0.0,0.0
ISL,1970,58.569,0.204438,785.296,,44.3138891910631,42.7553711149046,0.0,0.0
ISL,1971,59.008,0.206099,932.875,,36.8785925606598,43.351577059939,0.0,0.0
ISL,1972,59.448,0.209137,1033.315,,34.4948117925712,36.3722957389864,0.0,0.0
ISL,1973,59.83,0.212316,1164.126,,35.0380388766254,37.1613425281561,0.0,0.0
ISL,1974,60.26,0.215206,1341.286,,30.9461881672487,40.6313350637626,0.0,0.0
ISL,1975,60.778,0.217974,1474.994,,32.7931991021176,41.1543110724869,0.0,0.0
ISL,1976,61.191,0.220151,1648.904,32.35112,34.0252837345007,33.7593481599022,0.0,0.0
ISL,1977,61.567,0.221801,1905.868,30.31674,32.4338955398134,33.3001461110691,0.0,0.0
ISL,1978,61.997,0.223537,2162.66,43.75,35.9805631890809,33.1625966069642,0.0,0.0
ISL,1979,62.348,0.225734,2455.925,44.44444,37.3831554743115,36.3516367823171,0.0,0.0
ISL,1980,62.624,0.228133,2831.687,58.52843,34.9658320193269,35.0687005271375,0.0,0.0
ISL,1981,62.933,0.230757,3231.825,51.79325,34.1062803641834,35.6667877922696,0.0,0.0
ISL,1982,63.204,0.233855,3505.428,50.24323,31.7036557911499,36.4655107420225,0.0,0.0
ISL,1983,63.346,0.236976,3564.367,83.95004,39.101417687483,37.0876323885975,0.0,0.0
ISL,1984,63.491,0.239506,3845.445,30.8524,37.4468272254231,37.6065259073633,0.0,0.0
ISL,1985,63.648,0.241409,4097.684,31.99462,39.6525176134427,39.608040321456,0.0,0.0
ISL,1986,63.776,0.243187,4442.329,22.1284,38.0157436906196,34.3279740236255,0.0,0.0
ISL,1987,64.011,0.245864,4941.191,18.29777,33.7721731705655,34.9074957226896,0.0,0.0
ISL,1988,64.307,0.249734,5110.898,25.72551,31.2893337186723,32.2735271389735,0.0,0.0
ISL,1989,64.426,0.252851,5324.989,20.7582,33.0329250954853,30.9137710489465,0.0,0.0
ISL,1990,64.412,0.25482,5588.921,15.51072,33.1464022985504,31.9644480477096,0.0,0.0
ISL,1991,64.446,0.257795,5765.009,6.80878,30.837247912893,32.1607414884237,0.0,0.0
ISL,1992,64.383,0.261053,5697.451,3.947712,29.8501741886817,30.0292253894374,0.0,0.0
ISL,1993,64.235,0.26373,5909.046,4.04285,32.2872040304648,29.2709691062725,0.0,0.0
ISL,1994,64.242,0.266021,6253.029,1.552657,35.2364770088059,30.264401099974,0.0,0.0
ISL,1995,64.342,0.267467,6391.587,1.651232,34.9990271619073,31.549196059291,0.0,0.0
ISL,1996,64.461,0.268918,6646.209,2.260421,35.7989232898715,35.3062277682643,0.0,0.0
ISL,1997,64.628,0.27113,7283.499,1.815431,35.5342436856325,35.0715239852005,0.0,0.0
ISL,1998,64.844,0.274049,7870.617,1.659237,33.7681435821238,38.1149705779872,0.0,0.0
ISL,1999,65.029,0.277384,8198.7,3.231831,32.4569601688757,36.9730813577542,0.0,0.0
ISL,2000,65.142,0.2812,8377.672,5.136475,32.129906360717,39.0091013639145,0.0,0.0
ISL,2001,65.219,0.28497,9087.577,6.405086,36.9408109731289,37.7938445891109,0.0,0.0
ISL,2002,65.306,0.287516,9375.293,5.197023,35.515200095392,33.9168112351582,0.0,0.0
ISL,2003,65.488,0.289522,9457.361,2.055662,32.6221429799065,35.5770687353419,0.0,0.0
ISL,2004,65.754,0.292077,10393.946,3.158195,32.4099789035314,38.0219231203765,0.0,0.0
ISL,2005,66.211,0.296734,11074.926,3.987048,30.3583867942559,42.0922285148798,0.0,0.0
ISL,2006,66.836,0.303784,12044.114,6.687074,30.4055619702192,47.1305911963518,0.0,0.0
ISL,2007,67.345,0.311567,12902.915,5.051564,32.8401013448389,41.8308122006962,0.0,0.0
ISL,2008,67.527,0.317404,13879.916,12.6944,40.3004024209215,42.3876243053842,0.0,0.0
ISL,2009,67.296,0.318501,13343.517,12.00312,48.7198050621418,40.6749381109699,0.0,0.0
ISL,2010,66.932,0.318044,12659.835,5.396732,51.7462338284556,41.9001643585745,0.0,0.0
ISL,2011,66.714,0.319011,13059.434,4.001026,54.545536257559,46.8631655185672,0.0,0.0
ISL,2012,66.52,0.320723,13471.498,5.1859,54.9260547124821,49.1594207494052,0.0,0.0
ISL,2013,66.333,0.323763,14378.252,3.872275,53.2477515412858,45.5417721088582,0.0,0.0
ISL,2014,66.187,0.327379,15058.764,2.044619,51.5190979391844,45.1464939440964,0.0,0.0
ISL,2015,66.12,0.330818,16276.45,1.633058,51.6517214586412,44.1664864636398,0.0,0.0
ISL,2016,66.183,0.335435,17939.411,1.69693,47.4840362975099,40.8489873389972,0.0,0.0
ISL,2017,66.417,0.343399,19106.258,1.760413,45.7322400083966,41.2467069499668,0.0,0.0
ISL,2018,66.695,0.352722,20536.241,2.682915,46.7148387594762,43.2282025352748,0.0,0.0
IRL,1950,60.65,,,,,,1.0,1.0
